OBJECTID,LABEL,LABEL_NEW,LABEL_FNL,COMP_A,RELATIONAB,COMP_B,RELATIONBC,COMP_C,RELATIONCD,COMP_D,PROCESS,COMMENTS,PARTCOV_A,BEDROCK_A,TEXTURE1_A,TEXTURE2_A,TEXTURE3_A,MATERIAL_A,QUALIFIERA,SUBTYPE_A,AGE_A,EXPRSN1_A,EXPRSN2_A,EXPRSN3_A,PARTCOV_B,BEDROCK_B,TEXTURE1_B,TEXTURE2_B,TEXTURE3_B,MATERIAL_B,QUALIFIERB,SUBTYPE_B,AGE_B,EXPRSN1_B,EXPRSN2_B,EXPRSN3_B,PARTCOV_C,BEDROCK_C,TEXTURE1_C,TEXTURE2_C,TEXTURE3_C,MATERIAL_C,QUALIFIERC,SUBTYPE_C,AGE_C,EXPRSN1_C,EXPRSN2_C,EXPRSN3_C,PARTCOV_D,BEDROCK_D,TEXTURE1_D,TEXTURE2_D,TEXTURE3_D,MATERIAL_D,QUALIFIERD,SUBTYPE_D,AGE_D,EXPRSN1_D,EXPRSN2_D,EXPRSN3_D,PROCESS_A,PRO_QUAL_A,PROCLASS1A,PROCLASS2A,PROCESS_B,PRO_QUAL_B,PROCLASS1B,PROCLASS2B,PROCESS_C,PRO_QUAL_C,PROCLASS1C,PROCLASS2C,CHECK_FIX,RANDOM_NO,ORIGNL_MAP,LABEL_TST,HAZ_RANK,POLY_NUM,SHAPE_Length,SHAPE_Area
1773,Ap,Ap,zsgFp-U,zsgFp,,,,,,,U,sgzFp,,,z,s,g,F,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,,,,,,,,8,"Bond, 1999, Mount Mye and Faro (105K/3&6 W), YGS Open File 1999-8",,,,13796.208569376862215,3100527.414024785626680
1774,Tb,Tb,msdMbM,msdMbM,,,,,,,,dmsMb,,,m,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Bond, 1999, Mount Mye and Faro (105K/3&6 W), YGS Open File 1999-8",,,,5147.922726661910019,1136392.394279811531305
1775,Gt,Gt,gszFGtM,gszFGtM,,,,,,,,gszFGt,,,g,s,z,F,G,,M,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,"Bond, 1999, Mount Mye and Faro (105K/3&6 W), YGS Open File 1999-8",,,,1130.728708059432392,41554.627237647386210
1776,Ap,Ap,zsgFp-U,zsgFp,,,,,,,U,sgzFp,,,z,s,g,F,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,,,,,,,,1,"Bond, 1999, Mount Mye and Faro (105K/3&6 W), YGS Open File 1999-8",,,,785.389360761961029,16257.961621300719344
1777,Tb,Tb,msdMbM,msdMbM,,,,,,,,dmsMb,,,m,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Bond, 1999, Mount Mye and Faro (105K/3&6 W), YGS Open File 1999-8",,,,500.650085226831152,11178.013538033887016
1778,Gt,Gt,gszFGtM,gszFGtM,,,,,,,,gszFGt,,,g,s,z,F,G,,M,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Bond, 1999, Mount Mye and Faro (105K/3&6 W), YGS Open File 1999-8",,,,1547.983077385466913,54189.446121520661109
1779,Cv,Cv,dszCv,dszCv,,,,,,,,dszCv,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"Bond, 1999, Mount Mye and Faro (105K/3&6 W), YGS Open File 1999-8",,,,3477.093953741544738,98832.537202081308351
1780,Af,Af,sgFf.dszCf-Rd,sgFf,.,dszCf,,,,,Rd,sgzFf,,,s,g,,F,,,,f,,,,,d,s,z,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,5,"Bond, 1999, Mount Mye and Faro (105K/3&6 W), YGS Open File 1999-8",,,,1030.811260018108442,69171.097010607059929
1781,Cv.R,Cv/R,dszCv/R,dszCv,/,R,,,,,,dszCv.R,,,d,s,z,C,,,,v,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Bond, 1999, Mount Mye and Faro (105K/3&6 W), YGS Open File 1999-8",,,,2636.546517857591425,189163.861642233328894
1782,Ca.Ap,Ca/Ap,dszCa/zsgFp-U,dszCa,/,zsgFp,,,,,U,dszCa.sgzFp,,,d,s,z,C,,,,a,,,,,z,s,g,F,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,1865.251083696075511,64697.355593230829982
1783,Af,Af,sgFf.dszCf-Rd,sgFf,.,dszCf,,,,,Rd,sgzFf,,,s,g,,F,,,,f,,,,,d,s,z,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,3346.359910636113909,462961.661653337825555
1784,Tv.R,Tv/R,msdMvM/R,msdMvM,/,R,,,,,,dmsMv.R,,,m,s,d,M,,,M,v,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,3190.097218599269127,511314.267747471167240
1785,Cv.R.Tv,Cv/R/Tv,dszCv/R/msdMvM,dszCv,/,R,/,msdMvM,,,,dszCv.R.dmsMv,,,d,s,z,C,,,,v,,,,,,,,R,,,,,,,,,m,s,d,M,,,M,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,2107.775890146780512,176625.179319826565916
1786,Gp,Gp,gszFGpM,gszFGpM,,,,,,,,gszFGp,,,g,s,z,F,G,,M,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,1313.419959435781493,68074.578864547132980
1787,Tv.R,Tv/R,msdMvM/R,msdMvM,/,R,,,,,,dmsMv.R,,,m,s,d,M,,,M,v,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,1160.471965625308258,59014.983604587039736
1788,Gp,Gp,gszFGpM,gszFGpM,,,,,,,,gszFGp,,,g,s,z,F,G,,M,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,1330.652083015376093,56310.493123417298193
1789,Ax,Ax,sgzFpf.dszCf-Rd,sgzFpf,.,dszCf,,,,,Rd,sgzFpf,,,s,g,z,F,,,,p,f,,,,d,s,z,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,698.095785221179653,14742.675471008973545
1790,MD,MD,Ad,Ad,,,,,,,,Ad,,,,,,A,,,,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,8562.903596615873539,2166904.735197706613690
1791,Ca.Ap,Ca/Ap,dszCa/zsgFp-U,dszCa,/,zsgFp,,,,,U,dszCa.sgzFp,,,d,s,z,C,,,,a,,,,,z,s,g,F,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,,,,,,,,,"Bond, 1999, Mount Mye (105K/6 W), YGS Open File 1999-10",,,,801.692346017400382,28023.306168878156313
1792,Af,Af,sgFf.dszCf-Rd,sgFf,.,dszCf,,,,,Rd,sgzFf,,,s,g,,F,,,,f,,,,,d,s,z,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,3,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,596.960887846608898,18748.551830935870385
1793,Af,Af,sgFf.dszCf-Rd,sgFf,.,dszCf,,,,,Rd,sgzFf,,,s,g,,F,,,,f,,,,,d,s,z,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,4,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,1659.223704768493235,140263.595780397503404
1794,Af,Af,sgFf.dszCf-Rd,sgFf,.,dszCf,,,,,Rd,sgzFf,,,s,g,,F,,,,f,,,,,d,s,z,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,5,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,410.814882291268134,8638.008412957024120
1795,Tb.Gx,TbGx,msdMbhM/gszFGhM/szcLGbM-T,msdMbhM,/,gszFGhM,/,szcLGbM,,,T,dmsMb.gszFGh-T,,,m,s,d,M,,,M,b,h,,,,g,s,z,F,G,,M,h,,,,,s,z,c,L,G,,M,b,,,,,,,,,,,,,,,T,,,,,,,,,,,,,6,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,4898.889118783348749,524162.993934120691847
1796,Gx,Gx,gszFGhM/msdMbvhM/szcLGbM-T,gszFGhM,/,msdMbvhM,/,szcLGbM,,,T,gszFGh-T,,,g,s,z,F,G,,M,h,,,,,m,s,d,M,,,M,b,v,h,,,s,z,c,L,G,,M,b,,,,,,,,,,,,,,,T,,,,,,,,,,,,,7,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,1284.432030100603242,87149.892985134880291
1797,Ax.Ca,AxCa,sgzFpf.dszCfa-Rd,sgzFpf,.,dszCfa,,,,,Rd,sgzFpf.dszCa,,,s,g,z,F,,,,p,f,,,,d,s,z,C,,,,f,a,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,8,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,2441.138584384285878,181329.837013950076653
1798,Ca,Ca,dszCa,dszCa,,,,,,,,dszCa,,,d,s,z,C,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,1059.730358773080980,51042.186349570321909
1799,Tv.Cv,Tv/Cv,msdMvM/dszCv,msdMvM,/,dszCv,,,,,,dmsMv.dszCv,,,m,s,d,M,,,M,v,,,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,2373.968692282652682,362621.985504822805524
1800,Tv.Cv.R,Tv/Cv/R,msdMvM/dszCv/R,msdMvM,/,dszCv,/,R,,,,dmsMv.dszCv.R,,,m,s,d,M,,,M,v,,,,,d,s,z,C,,,,v,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Bond, 1999, Rose Mountain (105K/5 NE), YGS Open File 1999-16",,,,6011.688433857671043,1070874.622400000691414
1801,Tv.Tb.Cv,Tvb/Cv,msdMvbM/dszCv,msdMvbM,/,dszCv,,,,,,dmsMvb.dszCv,,,m,s,d,M,,,M,v,b,,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,7792.810018999239219,1459548.559483671793714
1802,Cv.Tv,Cv/Tv,dszCv/msdMvM,dszCv,/,msdMvM,,,,,,dszCv.dmsMv,,,d,s,z,C,,,,v,,,,,m,s,d,M,,,M,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,4541.618827002843318,278774.859955646970775
1803,Cv.R,Cv/R,dszCv/R,dszCv,/,R,,,,,,dszCv.R,,,d,s,z,C,,,,v,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,3933.894154801803779,503819.957134941068944
1804,R.Cv,R/Cv,R/dszCv,R,/,dszCv,,,,,,R.dszCv,,,,,,R,,,,,,,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,4978.776191569418188,777651.318132452783175
1805,Af,Af,sgFf.dszCf-Rd,sgFf,.,dszCf,,,,,Rd,sgzFf,,,s,g,,F,,,,f,,,,,d,s,z,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,8,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,921.242479060794267,56827.847496068585315
1806,Tv.Tb.Cv,Tvb/Cv,msdMvbM/dszCv,msdMvbM,/,dszCv,,,,,,dmsMvb.dszCv,,,m,s,d,M,,,M,v,b,,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,6519.056383579909379,1319942.701763295102865
1807,Cv.Tv.R,Cv/Tv/R,dszCv/msdMvM/R,dszCv,/,msdMvM,/,R,,,,dszCv.dmsMv.R,,,d,s,z,C,,,,v,,,,,m,s,d,M,,,M,v,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,5739.118349978436527,851147.683000554563478
1808,R.Cv,R/Cv,R/dszCv,R,/,dszCv,,,,,,R.dszCv,,,,,,R,,,,,,,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,7631.089608536314699,1073238.738181876484305
1809,Ca,Ca,dszCa,dszCa,,,,,,,,dszCa,,,d,s,z,C,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,2293.222958038566958,189382.155776869767578
1810,Cv.R,Cv/R,dszCv/R,dszCv,/,R,,,,,,dszCv.R,,,d,s,z,C,,,,v,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,23264.567868046080548,8153755.442443712614477
1811,Gx,Gx,gszFGhM/msdMbvhM/szcLGbM-T,gszFGhM,/,msdMbvhM,/,szcLGbM,,,T,gszFGh-T,,,g,s,z,F,G,,M,h,,,,,m,s,d,M,,,M,b,v,h,,,s,z,c,L,G,,M,b,,,,,,,,,,,,,,,T,,,,,,,,,,,,,4,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,2466.828507093483495,186927.516921387024922
1812,Tb,Tb,msdMbM,msdMbM,,,,,,,,dmsMb,,,m,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,1931.065000570391703,171124.551071487861918
1813,Af,Af,sgFf.dszCf-Rd,sgFf,.,dszCf,,,,,Rd,sgzFf,,,s,g,,F,,,,f,,,,,d,s,z,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,6,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,1695.115220786022064,136717.369484098540852
1814,R,R,R,R,,,,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,8302.866376308435065,1262392.681966503150761
1815,O,O,eOpv,eOpv,,,,,,,,O,,,e,,,O,,,,p,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,1375.644719630489135,89592.964008974711760
1816,R.Cv,R/Cv,R/dszCv,R,/,dszCv,,,,,,R.dszCv,,,,,,R,,,,,,,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,8602.900306686549811,1934266.294912768062204
1817,Gx,Gx,gszFGhM/msdMbvhM/szcLGbM-T,gszFGhM,/,msdMbvhM,/,szcLGbM,,,T,gszFGh-T,,,g,s,z,F,G,,M,h,,,,,m,s,d,M,,,M,b,v,h,,,s,z,c,L,G,,M,b,,,,,,,,,,,,,,,T,,,,,,,,,,,,,-1,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,1249.334796909318811,67508.771620675048325
1818,Cv-S,Cv-S,dszCv-S,dszCv,,,,,,,S,dszCv-S,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,1,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,6059.230446623711941,1326864.331934375688434
1819,Tb.Gx,TbGx,msdMbhM/gszFGhM/szcLGbM-T,msdMbhM,/,gszFGhM,/,szcLGbM,,,T,dmsMb.gszFGh-T,,,m,s,d,M,,,M,b,h,,,,g,s,z,F,G,,M,h,,,,,s,z,c,L,G,,M,b,,,,,,,,,,,,,,,T,,,,,,,,,,,,,2,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,2661.033041982832401,179244.970556341140764
1820,RG,RG,Cm-ZFg,Cm,,,,,,,ZFg,C-ZFg,,,,,,C,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z,,,,F,,g,,,,,,RG = C-ZFg,3,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,749.110844946735483,32626.429382938309573
1821,Ca,Ca,dszCa,dszCa,,,,,,,,dszCa,,,d,s,z,C,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,1116.410487692678089,69196.396252184102195
1822,Cz,Cz-R,C-R,C,,,,,,,R,C-F,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,5,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,2033.095168766715233,195905.385026768955868
1823,Gx,Gx,gszFGhM/msdMbvhM/szcLGbM-T,gszFGhM,/,msdMbvhM,/,szcLGbM,,,T,gszFGh-T,,,g,s,z,F,G,,M,h,,,,,m,s,d,M,,,M,b,v,h,,,s,z,c,L,G,,M,b,,,,,,,,,,,,,,,T,,,,,,,,,,,,,6,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,3510.806127458987248,592115.308157058432698
1824,R.Cv,R/Cv,R/dszCv,R,/,dszCv,,,,,,R.dszCv,,,,,,R,,,,,,,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,3998.908089866728915,340295.001802192244213
1825,Ca,Ca,dszCa,dszCa,,,,,,,,dszCa,,,d,s,z,C,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,969.317197731788042,50164.479397974260792
1826,Tv.Cv,Tv/Cv,msdMvM/dszCv,msdMvM,/,dszCv,,,,,,dmsMv.dszCv,,,m,s,d,M,,,M,v,,,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,1839.676422642180569,162172.877210687089246
1827,Lb,Lb,szcLGbM,szcLGbM,,,,,,,,szcLGb,,,s,z,c,L,G,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,3673.773979025832887,502682.740506948030088
1828,Cz,Cz-R,C-R,C,,,,,,,R,C-F,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,1,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,976.880991592735199,35612.613050018677313
1829,Ca,Ca,dszCa,dszCa,,,,,,,,dszCa,,,d,s,z,C,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,406.105463321467710,8577.292136054906223
1830,Ca,Ca,dszCa,dszCa,,,,,,,,dszCa,,,d,s,z,C,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,954.408511179012066,62879.436047692448483
1831,Tb,Tb,msdMbM,msdMbM,,,,,,,,dmsMb,,,m,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,2799.020407651300047,314189.638958815601654
1832,Ca,Ca,dszCa,dszCa,,,,,,,,dszCa,,,d,s,z,C,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,1303.697219403797362,67362.537041141025838
1833,Tb,Tb,msdMbM,msdMbM,,,,,,,,dmsMb,,,m,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,1271.380272262714243,80162.781142398293014
1834,Tv.Tb.Cv,Tvb/Cv,msdMvbM/dszCv,msdMvbM,/,dszCv,,,,,,dmsMvb.dszCv,,,m,s,d,M,,,M,v,b,,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,6826.983927439586296,899178.121108277933672
1835,Tv.Cv,Tv/Cv,msdMvM/dszCv,msdMvM,/,dszCv,,,,,,dmsMv.dszCv,,,m,s,d,M,,,M,v,,,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,21160.308919680952386,8925427.591955645009875
1836,Tv.R,Tv/R,msdMvM/R,msdMvM,/,R,,,,,,dmsMv.R,,,m,s,d,M,,,M,v,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,4531.764917943905857,722767.585695725632831
1837,Tb,Tb,msdMbM,msdMbM,,,,,,,,dmsMb,,,m,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,3097.855050172326628,461011.901613136462402
1838,Ap.O,Ap/O,zsgFp/eOpv-U,zsgFp,/,eOpv,,,,,U,sgzFp.O,,,z,s,g,F,,,,p,,,,,e,,,O,,,,p,v,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,,,,,,,,1,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,3467.589552091716996,271249.522648491896689
1839,Gx,Gx,gszFGhM/msdMbvhM/szcLGbM-T,gszFGhM,/,msdMbvhM,/,szcLGbM,,,T,gszFGh-T,,,g,s,z,F,G,,M,h,,,,,m,s,d,M,,,M,b,v,h,,,s,z,c,L,G,,M,b,,,,,,,,,,,,,,,T,,,,,,,,,,,,,2,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,6023.270732668034725,867965.792836875421926
1840,Tv,Tv,msdMvM,msdMvM,,,,,,,,dmsMv,,,m,s,d,M,,,M,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,14089.575092055911227,3119255.092468679416925
1841,Af,Af,sgFf.dszCf-Rd,sgFf,.,dszCf,,,,,Rd,sgzFf,,,s,g,,F,,,,f,,,,,d,s,z,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,4,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,1321.603287317990635,87509.042712400943856
1842,Cz,Cz-R,C-R,C,,,,,,,R,C-F,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,5,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,1199.758940944621600,48892.051004757173359
1843,Tb,Tb,msdMbM,msdMbM,,,,,,,,dmsMb,,,m,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,5386.869758079868916,870411.653064028709196
1844,Tv,Tv,msdMvM,msdMvM,,,,,,,,dmsMv,,,m,s,d,M,,,M,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,7349.243812212122066,1548533.046888473909348
1845,MD,MD,Ad,Ad,,,,,,,,Ad,,,,,,A,,,,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,5226.117808880532721,1854423.754099175799638
