OBJECTID,LABEL,LABEL_NEW,LABEL_FNL,COMP_A,RELATIONAB,COMP_B,RELATIONBC,COMP_C,RELATIONCD,COMP_D,PROCESS,COMMENTS,PARTCOV_A,BEDROCK_A,TEXTURE1_A,TEXTURE2_A,TEXTURE3_A,MATERIAL_A,QUALIFIERA,SUBTYPE_A,AGE_A,EXPRSN1_A,EXPRSN2_A,EXPRSN3_A,PARTCOV_B,BEDROCK_B,TEXTURE1_B,TEXTURE2_B,TEXTURE3_B,MATERIAL_B,QUALIFIERB,SUBTYPE_B,AGE_B,EXPRSN1_B,EXPRSN2_B,EXPRSN3_B,PARTCOV_C,BEDROCK_C,TEXTURE1_C,TEXTURE2_C,TEXTURE3_C,MATERIAL_C,QUALIFIERC,SUBTYPE_C,AGE_C,EXPRSN1_C,EXPRSN2_C,EXPRSN3_C,PARTCOV_D,BEDROCK_D,TEXTURE1_D,TEXTURE2_D,TEXTURE3_D,MATERIAL_D,QUALIFIERD,SUBTYPE_D,AGE_D,EXPRSN1_D,EXPRSN2_D,EXPRSN3_D,PROCESS_A,PRO_QUAL_A,PROCLASS1A,PROCLASS2A,PROCESS_B,PRO_QUAL_B,PROCLASS1B,PROCLASS2B,PROCESS_C,PRO_QUAL_C,PROCLASS1C,PROCLASS2C,CHECK_FIX,RANDOM_NO,ORIGNL_MAP,LABEL_TST,HAZ_RANK,POLY_NUM,SHAPE_Length,SHAPE_Area
1702,Cv.Tv.Tb,Cv/Tvb,dszCv/msdMvbM,dszCv,/,msdMvbM,,,,,,dszCv.dmsMvb,,,d,s,z,C,,,,v,,,,,m,s,d,M,,,M,v,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Bond, 1999, Blind Creek (105K/7 SE), YGS Open File 1999-20",,,,18075.527428299250460,4605236.411854612641037
1703,Ca,Ca,dszCa,dszCa,,,,,,,,dszCa,,,d,s,z,C,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Bond, 1999, Blind Creek (105K/7 SE), YGS Open File 1999-20",,,,640.256191046362233,19183.545109837014024
1704,Ca-Pf,Ca-Pf,dszCa-X,dszCa,,,,,,,X,dszCa-X,,,d,s,z,C,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,3,"Bond, 1999, Blind Creek (105K/7 SE), YGS Open File 1999-20",,,,6459.567638889167029,510096.339399090909865
1705,Tb,Tb,msdMbM,msdMbM,,,,,,,,dmsMb,,,m,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,5771.664118404557485,606489.227652242407203
1706,Gx,Gx,gszFGhM/msdMbvhM/szcLGbM-T,gszFGhM,/,msdMbvhM,/,szcLGbM,,,T,gszFGh-T,,,g,s,z,F,G,,M,h,,,,,m,s,d,M,,,M,b,v,h,,,s,z,c,L,G,,M,b,,,,,,,,,,,,,,,T,,,,,,,,,,,,,5,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,6210.040746506843789,1113569.745125255314633
1707,Ap,Ap,zsgFp-U,zsgFp,,,,,,,U,sgzFp,,,z,s,g,F,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,,,,,,,,7,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,1503.806279064213186,50604.728664445152390
1708,Af,Af,sgFf.dszCf-Rd,sgFf,.,dszCf,,,,,Rd,sgzFf,,,s,g,,F,,,,f,,,,,d,s,z,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,8,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,5594.330637340945032,728352.874135619611479
1709,Tv.Tb.Cv,Tvb/Cv,msdMvbM/dszCv,msdMvbM,/,dszCv,,,,,,dmsMvb.dszCv,,,m,s,d,M,,,M,v,b,,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,9078.902462485848446,2200380.985280211083591
1710,Tb,Tb,msdMbM,msdMbM,,,,,,,,dmsMb,,,m,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,26244.518287563725607,9963631.826685702428222
1711,Tb,Tb,msdMbM,msdMbM,,,,,,,,dmsMb,,,m,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,2231.566578324590864,266401.098429406934883
1712,Cz,Cz-R,C-R,C,,,,,,,R,C-F,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,2,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,1917.634776445786883,260185.072239857690874
1713,Af,Af,sgFf.dszCf-Rd,sgFf,.,dszCf,,,,,Rd,sgzFf,,,s,g,,F,,,,f,,,,,d,s,z,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,3,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,5937.442266903838572,1116418.149933111621067
1714,Gx,Gx,gszFGhM/msdMbvhM/szcLGbM-T,gszFGhM,/,msdMbvhM,/,szcLGbM,,,T,gszFGh-T,,,g,s,z,F,G,,M,h,,,,,m,s,d,M,,,M,b,v,h,,,s,z,c,L,G,,M,b,,,,,,,,,,,,,,,T,,,,,,,,,,,,,4,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,1875.094398539896474,177195.179617736604996
1715,Tb.Cv.Ap,Tb/Cv/Ap,msdMbM/dszCv/zsgFp-U,msdMbM,/,dszCv,/,zsgFp,,,U,dmsMb.dszCv.sgzFp,,,m,s,d,M,,,M,b,,,,,d,s,z,C,,,,v,,,,,z,s,g,F,,,,p,,,,,,,,,,,,,,,U,,,,,,,,,,,,,5,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,7698.764574636399630,1102491.760582399321720
1716,Ax,Ax,sgzFpf.dszCf-Rd,sgzFpf,.,dszCf,,,,,Rd,sgzFpf,,,s,g,z,F,,,,p,f,,,,d,s,z,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,6,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,1865.146982661830179,70637.653561016748426
1717,Gx,Gx,gszFGhM/msdMbvhM/szcLGbM-T,gszFGhM,/,msdMbvhM,/,szcLGbM,,,T,gszFGh-T,,,g,s,z,F,G,,M,h,,,,,m,s,d,M,,,M,b,v,h,,,s,z,c,L,G,,M,b,,,,,,,,,,,,,,,T,,,,,,,,,,,,,7,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,3840.309383738635461,615210.332696789875627
1718,Gx,Gx,gszFGhM/msdMbvhM/szcLGbM-T,gszFGhM,/,msdMbvhM,/,szcLGbM,,,T,gszFGh-T,,,g,s,z,F,G,,M,h,,,,,m,s,d,M,,,M,b,v,h,,,s,z,c,L,G,,M,b,,,,,,,,,,,,,,,T,,,,,,,,,,,,,8,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,1797.396827995907643,147339.888479590008501
1719,Ap-K,Ap-K,zsgFp-XtU,zsgFp,,,,,,,XtU,sgzFp-Xt,,,z,s,g,F,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,t,,U,,,,,,,,,9,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,25067.345367956299015,2493489.894527207128704
1720,Ca.Ap,Ca/Ap,dszCa/zsgFp-U,dszCa,/,zsgFp,,,,,U,dszCa.sgzFp,,,d,s,z,C,,,,a,,,,,z,s,g,F,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,,,,,,,,-1,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,9416.465980770190072,798213.270053872256540
1721,Ca.Tb.Gt,Ca/Tb/Gt,dszCa/msdMbM/gszFGtM,dszCa,/,msdMbM,/,gszFGtM,,,,dszCa.dmsMb.gszFGt,,,d,s,z,C,,,,a,,,,,m,s,d,M,,,M,b,,,,,g,s,z,F,G,,M,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,3481.100604337670120,486806.713589284219779
1722,Tx-Pf,Tx-Pf,msdMbvhM.gszFGhrM-XT,msdMbvhM,.,gszFGhrM,,,,,XT,dsmMvb.gszFgh-TX,,,m,s,d,M,,,M,b,v,h,,,g,s,z,F,G,,M,h,r,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,T,,,,,,,,,2,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,13346.161724079243868,4700519.767298262566328
1723,Tb,Tb,msdMbM,msdMbM,,,,,,,,dmsMb,,,m,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,3419.775993870137427,426394.171209896274377
1724,Ca,Ca,dszCa,dszCa,,,,,,,,dszCa,,,d,s,z,C,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,4408.430283707667513,386362.501570174528752
1725,Ca,Ca,dszCa,dszCa,,,,,,,,dszCa,,,d,s,z,C,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,2419.861990419341964,100438.966967234984622
1726,Gt,Gt,gszFGtM,gszFGtM,,,,,,,,gszFGt,,,g,s,z,F,G,,M,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,3175.180791428662360,294811.395527502521873
1727,Tb.Cv-Pf,Tb/Cv-Pf,msdMbM/dszCv-X,msdMbM,/,dszCv,,,,,X,dmsMb.dszCv-X,,,m,s,d,M,,,M,b,,,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,7,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,41784.096330615015177,15575259.670312037691474
1728,Cv.R,Cv/R,dszCv/R,dszCv,/,R,,,,,,dszCv.R,,,d,s,z,C,,,,v,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,1031.627257752604919,68373.557818789966404
1729,Gt,Gt,gszFGtM,gszFGtM,,,,,,,,gszFGt,,,g,s,z,F,G,,M,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,1144.984973271730723,58511.629258467124600
1730,O.Tb,O/Tb,eOpv/msdMbM,eOpv,/,msdMbM,,,,,,O.dmsMb,,,e,,,O,,,,p,v,,,,m,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,4738.143110554307896,395519.983481083356310
1731,Cv.Tv,Cv/Tv,dszCv/msdMvM,dszCv,/,msdMvM,,,,,,dszCv.dmsMv,,,d,s,z,C,,,,v,,,,,m,s,d,M,,,M,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,3715.778107107807500,432179.522479530831333
1732,Tb.Cv,Tb/Cv,msdMbM/dszCv,msdMbM,/,dszCv,,,,,,dmsMb.dszCv,,,m,s,d,M,,,M,b,,,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,3338.115166348039565,493842.207292060600594
1733,Ca.Gp,Ca/Gp,dszCa/gszFGpM,dszCa,/,gszFGpM,,,,,,dszCa.gszFGp,,,d,s,z,C,,,,a,,,,,g,s,z,F,G,,M,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,8066.517674421837910,926050.343798866146244
1734,Gt,Gt,gszFGtM,gszFGtM,,,,,,,,gszFGt,,,g,s,z,F,G,,M,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,2669.738098538464328,203045.807619101629825
1735,Ax,Ax,sgzFpf.dszCf-Rd,sgzFpf,.,dszCf,,,,,Rd,sgzFpf,,,s,g,z,F,,,,p,f,,,,d,s,z,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,5,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,2486.359300438787614,98949.023898797342554
1736,Tb,Tb,msdMbM,msdMbM,,,,,,,,dmsMb,,,m,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,1628.176798023183437,135975.906713519827463
1737,Tb,Tb,msdMbM,msdMbM,,,,,,,,dmsMb,,,m,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,3407.456927735757745,541199.301036197342910
1738,Cv.Tb,Cv/Tb,dszCv/msdMbM,dszCv,/,msdMbM,,,,,,dszCv.dmsMb,,,d,s,z,C,,,,v,,,,,m,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,1299.819812947266428,48280.041827351196844
1739,Gx,Gx,gszFGhM/msdMbvhM/szcLGbM-T,gszFGhM,/,msdMbvhM,/,szcLGbM,,,T,gszFGh-T,,,g,s,z,F,G,,M,h,,,,,m,s,d,M,,,M,b,v,h,,,s,z,c,L,G,,M,b,,,,,,,,,,,,,,,T,,,,,,,,,,,,,9,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,2501.129297140043491,347130.279701566149015
1740,Tb,Tb,msdMbM,msdMbM,,,,,,,,dmsMb,,,m,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,2891.958803055470526,619169.429503887076862
1741,Cv.R,Cv/R,dszCv/R,dszCv,/,R,,,,,,dszCv.R,,,d,s,z,C,,,,v,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,4704.125813340509922,1070986.485634540906176
1742,Tb.Cv,Tb/Cv,msdMbM/dszCv,msdMbM,/,dszCv,,,,,,dmsMb.dszCv,,,m,s,d,M,,,M,b,,,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,9371.160263274477984,3272380.116881272289902
1743,Gp,Gp,gszFGpM,gszFGpM,,,,,,,,gszFGp,,,g,s,z,F,G,,M,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,3456.524570006239173,262983.488360322953667
1744,Tb,Tb,msdMbM,msdMbM,,,,,,,,dmsMb,,,m,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,16324.853795496732346,4372509.889419918879867
1745,Gx,Gx,gszFGhM/msdMbvhM/szcLGbM-T,gszFGhM,/,msdMbvhM,/,szcLGbM,,,T,gszFGh-T,,,g,s,z,F,G,,M,h,,,,,m,s,d,M,,,M,b,v,h,,,s,z,c,L,G,,M,b,,,,,,,,,,,,,,,T,,,,,,,,,,,,,5,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,3811.087066450764723,606414.700010748230852
1746,Cv.Gp,Cv/Gp,dszCv/gszFGpM,dszCv,/,gszFGpM,,,,,,dszCv.gszFGp,,,d,s,z,C,,,,v,,,,,g,s,z,F,G,,M,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,2198.552463039214672,117530.786322373678559
1747,Ax.Tb,Ax/Tb,sgzFpf.dszCf/msdMbM-Rd,sgzFpf,.,dszCf,/,msdMbM,,,Rd,sgzFpf.dmsMb,,,s,g,z,F,,,,p,f,,,,d,s,z,C,,,,f,,,,,m,s,d,M,,,M,b,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,8,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,3877.662129454372007,440059.619920409284532
1748,Cz,Cz-R,C-R,C,,,,,,,R,C-F,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,9,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,1990.754296194266317,81975.655284256223240
1749,Ca.Gx,Ca/Gx,dszCa/gszFGhM/msdMbvhM/szcLGbM-T,dszCa,/,gszFGhM,/,msdMbvhM,/,szcLGbM,T,dszCa.gszFGh-T,,,d,s,z,C,,,,a,,,,,g,s,z,F,G,,M,h,,,,,m,s,d,M,,,M,b,v,h,,,s,z,c,L,G,,M,b,,,T,,,,,,,,,,,,,-1,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,3333.497032766573284,151620.778600433055544
1750,Tx-Pf,Tx-Pf,msdMbvhM.gszFGhrM-XT,msdMbvhM,.,gszFGhrM,,,,,XT,dsmMvb.gszFgh-TX,,,m,s,d,M,,,M,b,v,h,,,g,s,z,F,G,,M,h,r,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,T,,,,,,,,,1,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,4362.212018335692846,1150187.852929931366816
1751,Tb.Cv,Tb/Cv,msdMbM/dszCv,msdMbM,/,dszCv,,,,,,dmsMb.dszCv,,,m,s,d,M,,,M,b,,,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,2345.115015931139169,247838.835404293582542
1752,O.Tb,O/Tb,eOpv/msdMbM,eOpv,/,msdMbM,,,,,,O.dmsMb,,,e,,,O,,,,p,v,,,,m,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,1789.924800203763425,142564.990413009363692
1753,Gp,Gp,gszFGpM,gszFGpM,,,,,,,,gszFGp,,,g,s,z,F,G,,M,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,1692.592009007171328,69227.199642979612690
1754,Gx.O,Gx/O,gszFGhM/msdMbvhM/szcLGbM/eOpv-T,gszFGhM,/,msdMbvhM,/,szcLGbM,/,eOpv,T,gszFGh.O-T,,,g,s,z,F,G,,M,h,,,,,m,s,d,M,,,M,b,v,h,,,s,z,c,L,G,,M,b,,,,,e,,,O,,,,p,v,,T,,,,,,,,,,,,,5,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,2748.489872837526491,319070.850914310605731
1755,Tb,Tb,msdMbM,msdMbM,,,,,,,,dmsMb,,,m,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,7379.258656446207169,1147454.706356866750866
1756,O.Gx,O/Gx,eOpv/gszFGhM/msdMbvhM/szcLGbM-T,eOpv,/,gszFGhM,/,msdMbvhM,/,szcLGbM,T,O.gszFGh-T,,,e,,,O,,,,p,v,,,,g,s,z,F,G,,M,h,,,,,m,s,d,M,,,M,b,v,h,,,s,z,c,L,G,,M,b,,,T,,,,,,,,,,,,,7,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,3390.299552784115804,219913.881599661515793
1757,Af,Af,sgFf.dszCf-Rd,sgFf,.,dszCf,,,,,Rd,sgzFf,,,s,g,,F,,,,f,,,,,d,s,z,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,8,"Bond, 1999, Blind Creek (105K/7 SW), YGS Open File 1999-6",,,,954.536621111716499,43367.844836169584596
1758,Cv,Cv,dszCv,dszCv,,,,,,,,dszCv,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,1003.177481414406316,57936.331022972663050
1759,R.Cv,R/Cv,R/dszCv,R,/,dszCv,,,,,,R.dszCv,,,,,,R,,,,,,,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,15677.658347340335240,2683309.678154057357460
1760,Ca,Ca,dszCa,dszCa,,,,,,,,dszCa,,,d,s,z,C,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,1085.775388476169610,71658.920110292528989
1761,Tv.Tb.Cv,Tvb/Cv,msdMvbM/dszCv,msdMvbM,/,dszCv,,,,,,dmsMvb.dszCv,,,m,s,d,M,,,M,v,b,,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,8287.222619137226502,1459158.526259060250595
1762,Ap,Ap,zsgFp-U,zsgFp,,,,,,,U,sgzFp,,,z,s,g,F,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,,,,,,,,3,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,7739.157134796134415,313308.752757630601991
1763,Tv.Cv-Pf,Tv/Cv-Pf,msdMvM/dszCv-X,msdMvM,/,dszCv,,,,,X,dmsMv.dszCv-X,,,m,s,d,M,,,M,v,,,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,5,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,13006.617006093043528,3972893.080019021406770
1764,O,O,eOpv,eOpv,,,,,,,,O,,,e,,,O,,,,p,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,421.455929462567269,7966.320406060200185
1765,Gp,Gp,gszFGpM,gszFGpM,,,,,,,,gszFGp,,,g,s,z,F,G,,M,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,1960.336620795797444,179918.347246004792396
1766,Gx,Gx,gszFGhM/msdMbvhM/szcLGbM-T,gszFGhM,/,msdMbvhM,/,szcLGbM,,,T,gszFGh-T,,,g,s,z,F,G,,M,h,,,,,m,s,d,M,,,M,b,v,h,,,s,z,c,L,G,,M,b,,,,,,,,,,,,,,,T,,,,,,,,,,,,,8,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,2201.351691045099415,158360.586952947400277
1767,Ca.Af,CaAf,dszCaf/sgFf-Rd,dszCaf,/,sgFf,,,,,Rd,dszCa.sgzFf,,,d,s,z,C,,,,a,f,,,,s,g,,F,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,9,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,3738.508239528419381,355870.838659809611272
1768,Tx,Tx,msdMbvhM.gszFGhrM-T,msdMbvhM,.,gszFGhrM,,,,,T,dsmMvb.gszFGh-T,,,m,s,d,M,,,M,b,v,h,,,g,s,z,F,G,,M,h,r,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,-1,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,8274.279786447792503,1286182.138211025623605
1769,Af,Af,sgFf.dszCf-Rd,sgFf,.,dszCf,,,,,Rd,sgzFf,,,s,g,,F,,,,f,,,,,d,s,z,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,1,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,718.539066401589821,27774.850991031897138
1770,Af,Af,sgFf.dszCf-Rd,sgFf,.,dszCf,,,,,Rd,sgzFf,,,s,g,,F,,,,f,,,,,d,s,z,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,d,,,,,,,,,,,2,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,2197.382962939351273,281543.642455005669035
1771,Cv-G,Cv-G,dszCv-V,dszCv,,,,,,,V,dszCv-V,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,3,"Bond, 1999, Mount Mye and Faro (105K/3&6 E), YGS Open File 1999-7",,,,6885.387812051172659,550223.518280563526787
1772,Tb,Tb,msdMbM,msdMbM,,,,,,,,dmsMb,,,m,s,d,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,"Bond, 1999, Mount Mye and Faro (105K/3&6 W), YGS Open File 1999-8",,,,1751.053856571167671,195981.854083390644519
